age,education,default,housing,loan,contact,duration,campaign,pdays,previous,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,poutcome_failure,poutcome_nonexistent,poutcome_success
47.0,3,0,1,0,1,118.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,2,0,1,0,1,97.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
56.0,3,0,0,0,1,236.0,8,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,6,1,0,0,1,136.0,2,1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,5,1,0,0,1,468.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22.0,2,1,1,0,1,293.0,2,0,2,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
39.0,4,1,1,0,1,303.0,3,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,4,0,1,0,1,159.0,1,1,1,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,4,1,0,0,0,152.0,3,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
41.0,3,0,1,0,0,259.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38.0,6,1,1,0,1,131.0,2,0,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
80.0,1,1,0,1,1,169.0,2,0,2,yes,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
22.0,4,1,1,0,1,107.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,4,1,1,1,1,159.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,2,0,0,0,1,813.0,1,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,0,0,0,182.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,6,1,0,0,1,288.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41.0,2,1,0,0,0,156.0,3,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,5,0,0,0,1,75.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
30.0,6,1,0,0,1,97.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28.0,6,1,1,0,1,93.0,3,0,2,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
26.0,6,1,1,0,1,154.0,1,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,3,1,1,0,0,121.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,1,0,1,16.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.1498,4,1,1,1,1,149.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49.0,3,0,0,0,0,27.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,4,1,0,0,1,102.0,6,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45.0,3,0,1,0,1,288.0,1,1,1,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
23.0,6,1,1,0,1,172.0,1,0,2,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
40.0,6,1,0,1,1,14.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,6,1,1,0,1,191.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
32.0,4,1,1,0,1,753.0,1,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
37.0,4,1,0,0,1,157.0,4,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40.0,6,1,1,0,1,321.0,4,1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,2,0,1,0,1,130.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28.0,1,0,1,0,1,6.0,8,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,6,1,1,1,1,44.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
46.0,4,1,1,0,1,368.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
45.0,5,1,1,1,1,52.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
52.0,6,0,1,0,1,138.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
40.0,3,0,1,0,0,239.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,3,1,1,0,1,63.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,4,1,1,1,1,1212.0,1,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29.0,6,1,0,0,1,88.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
53.0,6,1,1,0,1,551.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24.0,4,1,1,0,1,423.0,3,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
30.0,6,1,1,1,1,204.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49.0,5,1,0,0,1,80.0,5,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
46.0,4,1,1,1,1,396.0,1,0,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51.0,5,1,1,1,1,200.0,1,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40.0,5,1,0,0,1,189.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,6,1,1,0,1,54.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,3,1,0,0,1,308.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
31.0,3,1,0,0,1,56.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40.0,5,1,0,0,1,316.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
50.0,4,1,0,0,1,79.0,1,1,1,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
50.0,4,1,0,0,0,373.0,2,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
31.0,6,1,0,0,1,243.0,2,1,1,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
33.0,6,1,1,0,1,740.0,1,0,2,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
51.0,4,1,0,0,1,11.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
30.0,6,1,1,1,1,166.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
70.0,1,1,0,0,1,213.0,1,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
48.0,4,0,1,0,0,306.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,6,1,1,0,0,420.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
37.0,5,1,0,1,0,254.0,1,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,3,1,0,0,0,111.0,3,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
56.0,3,1,1,0,0,286.0,9,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
42.0,3,0,0,0,0,208.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,5,1,0,0,1,146.0,2,1,0,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
46.0,1,1,0,0,0,788.0,3,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,4,0,1,0,0,235.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
40.1498,1,1,0,0,0,93.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,3,1,1,0,1,56.0,7,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40.1498,6,1,1,0,0,214.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
59.0,6,1,1,0,0,96.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,5,1,0,0,1,146.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
53.0,6,1,1,0,1,327.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
57.0,6,1,0,0,1,178.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,4,1,0,0,1,180.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34.0,4,1,1,0,1,109.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,2,0,0,0,1,364.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,5,1,1,0,1,173.0,1,0,1,yes,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
49.0,6,0,1,0,0,288.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
40.0,5,0,1,0,1,192.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
44.0,6,1,0,1,1,228.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
40.0,5,0,0,1,0,921.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
27.0,6,1,1,1,0,194.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,4,0,1,0,1,43.0,3,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38.0,6,1,0,0,1,395.0,1,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
43.0,3,1,1,0,1,352.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
44.0,4,1,1,0,0,102.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
29.0,5,1,0,0,0,34.0,8,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,3,1,0,0,1,81.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,4,1,1,0,1,194.0,1,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
40.1498,4,1,0,0,1,786.0,1,1,0,yes,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,6,1,1,0,1,570.0,4,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
45.0,1,0,0,0,1,182.0,5,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,4,1,1,0,1,88.0,3,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
54.0,5,1,1,0,0,167.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
35.0,6,1,1,0,0,284.0,4,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,3,1,1,0,1,676.0,3,1,0,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35.0,6,1,0,1,0,125.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,1,1,1,0,0,271.0,1,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
54.0,6,1,1,0,1,105.0,1,1,1,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
55.0,6,1,0,0,1,659.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,5,1,1,0,0,369.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
43.0,4,1,1,0,1,76.0,4,0,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28.0,6,1,1,0,1,249.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
48.0,1,1,0,0,0,128.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
48.0,5,1,1,0,1,188.0,1,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
30.0,6,1,1,0,1,876.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
55.0,4,1,1,1,1,691.0,1,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
50.0,6,0,0,0,1,116.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
28.0,3,1,1,0,1,1111.0,5,1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,6,1,1,0,1,143.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
57.0,4,1,0,0,0,166.0,2,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
38.0,6,1,1,0,0,126.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49.0,1,0,0,0,0,122.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
58.0,1,0,0,0,1,91.0,2,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,4,1,1,0,1,1152.0,3,1,0,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,5,0,1,1,1,100.0,1,1,0,no,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
38.0,3,1,1,0,1,149.0,4,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
40.1498,6,1,0,0,1,146.0,3,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31.0,3,1,0,0,1,386.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,6,1,1,1,1,151.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,6,1,1,0,1,214.0,1,1,0,yes,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
41.0,4,1,0,0,1,1642.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45.0,5,1,0,0,0,35.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
33.0,6,1,1,0,1,214.0,2,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
29.0,4,1,0,0,0,149.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
57.0,6,1,0,0,1,112.0,1,1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,6,1,1,0,1,122.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31.0,3,1,0,0,0,475.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
33.0,4,1,0,0,1,738.0,1,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,0,0,0,156.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
47.0,6,0,1,0,0,176.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,2,1,0,1,0,36.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,6,1,1,0,0,403.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,2,1,0,0,0,69.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
54.0,3,0,1,0,1,602.0,5,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
54.0,6,1,1,0,1,113.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.0,4,1,0,0,1,83.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
47.0,1,0,1,0,1,115.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34.0,5,1,0,1,1,217.0,1,1,1,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
54.0,4,1,1,0,1,182.0,5,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
40.0,6,1,0,0,1,397.0,2,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
50.0,4,0,1,0,0,85.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
50.0,1,0,0,0,0,209.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,5,1,0,0,1,249.0,4,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
42.0,4,1,1,0,1,252.0,1,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
36.0,3,1,0,0,1,151.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
40.1498,4,0,1,0,1,560.0,2,1,0,yes,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
35.0,3,1,1,0,0,188.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,3,0,1,0,0,135.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
40.1498,6,1,1,1,1,54.0,7,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
46.0,6,1,1,0,1,70.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
35.0,3,1,1,0,1,275.0,1,0,2,yes,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
46.0,6,1,0,0,1,185.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
28.0,3,0,0,0,0,171.0,8,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,4,1,0,0,0,360.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
54.0,6,1,1,0,0,89.0,1,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,1,1,1,0,1,182.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
30.0,3,0,1,0,1,182.0,11,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,3,1,0,1,0,418.0,5,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18.0,6,1,0,0,0,401.0,2,1,0,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
34.0,6,0,0,1,0,46.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,1,0,1,0,0,553.0,2,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
25.0,6,1,0,0,0,92.0,6,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
34.0,6,1,0,1,1,44.0,13,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
72.0,6,0,0,1,1,143.0,1,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36.0,4,1,0,0,0,34.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
36.0,5,1,1,0,0,338.0,4,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
60.0,6,1,1,0,0,89.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
44.0,5,1,0,0,1,536.0,3,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
53.0,4,1,0,0,1,91.0,10,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,4,1,0,0,1,182.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
53.0,5,1,0,0,0,327.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
55.0,5,1,1,0,0,137.0,5,1,0,no,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
42.0,6,1,0,0,1,146.0,1,1,0,yes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
25.0,3,0,1,0,0,323.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
34.0,5,1,1,0,1,126.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
32.0,1,1,1,0,1,111.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
27.0,1,1,1,0,1,185.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
52.0,6,0,0,0,1,96.0,2,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4,1,1,0,0,53.0,7,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
49.0,1,0,0,0,0,182.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
26.0,1,1,0,1,1,182.0,2,1,0,yes,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
32.0,6,1,0,0,0,315.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
49.0,1,0,0,0,0,187.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,4,1,0,1,0,97.0,8,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
47.0,4,1,1,0,1,58.0,1,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
47.0,6,1,1,1,1,57.0,2,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
32.0,6,1,1,0,1,1871.0,2,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
31.0,6,1,1,0,1,23.0,17,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
49.0,1,1,0,0,1,96.0,3,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
38.0,2,1,1,0,0,196.0,1,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
51.0,3,1,0,0,0,470.0,1,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
37.0,5,1,1,0,1,50.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
50.0,1,0,0,0,0,847.0,3,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
33.0,4,1,1,0,1,90.0,2,1,0,no,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
58.0,6,1,1,0,0,825.0,1,1,0,no,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
32.0,6,1,1,0,1,8.0,7,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,5,1,1,1,0,47.0,2,1,0,no,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
34.0,6,1,0,0,1,135.0,1,0,1,yes,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
30.0,3,1,0,0,1,64.0,2,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
25.0,6,1,1,0,1,92.0,1,1,1,no,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
46.0,1,0,1,0,0,558.0,6,1,0,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
32.0,6,1,0,0,1,197.0,5,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
39.0,6,1,0,0,0,601.0,5,1,0,no,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
55.0,3,1,0,0,0,119.0,1,1,0,no,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,2,1,1,0,1,9.0,5,1,0,no,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
48.0,6,1,0,0,1,17.0,5,1,1,no,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
37.0,2,1,1,0,1,148.0,2,1,0,no,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
56.0,6,1,0,0,1,277.0,1,1,1,yes,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
47.0,1,1,1,0,1,87.0,2,1,1,no,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
